feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,yield
0.7610999462005191,0.0597103265126836,1.0,0.6313247110151056,0.03411477573071908,4.0,0.8104700455494234,3.0,0.7469319707485604,0.9505519581523408,53.51195596058224
0.7947942219528138,0.552505636060059,3.0,0.13132493889369978,0.5192372516100988,2.0,0.3540831007133036,3.0,0.7965036802353896,0.4326209652415858,72.88793060193605
0.9290954465994058,0.8212404685068375,4.0,0.3536115558285676,0.30999205941600916,4.0,0.6669996187708633,3.0,0.5210168484389118,0.30545704374617155,44.74523883499297
0.9781576805552119,0.9130990729414215,1.0,0.6702349528694351,0.06274004602757821,4.0,0.7186970551859514,1.0,0.4912928313038615,0.4712972875030448,47.979995595452394
,,,,,,,,,,37.54925209001354
0.23190948240044829,0.5957385522779481,3.0,0.5054362721655434,0.7915768826814156,4.0,0.8126370881693794,3.0,0.12992101809230217,0.8379788065078645,68.57251477927421
0.8730922888510825,0.12990980866516588,4.0,0.4386103358623171,0.3401605101268135,4.0,0.8331469737219716,4.0,0.2911655141755328,0.33056356522158714,45.007831506177226
,,,,,,,,,,48.89091141170847
0.525948520579994,0.34226208963945215,3.0,0.4315077035985906,0.6069981053126718,2.0,0.45007245505895976,2.0,0.07966845695966318,0.6967857393198623,38.69996963029164
,,,,,,,,,,54.182120278172945
0.1443504856419736,0.720401568465744,3.0,0.03521571314543637,0.4984940222294294,2.0,0.6259913717090404,2.0,0.28757559887868456,0.5026475695853858,44.84173802826837
0.08455217216323463,0.3921385221714475,1.0,0.3979325465858967,0.5962396334748841,3.0,0.7958222396158453,2.0,0.004305864839506679,0.5322588027950579,48.871628700577354
,,,,,,,,,,58.69104581478519
0.6442272038244173,0.6704832539321891,3.0,0.4492513264859954,0.8122209566260026,4.0,0.8923537501106503,3.0,0.7474606276616578,0.7384847717775919,39.61946759754326
0.01569880487664288,0.8079308438906029,3.0,0.9035687329138588,0.6585410843842174,2.0,0.2510993832994328,3.0,0.320932641773351,0.2933272193823614,46.360214067504785
,,,,,,,,,,40.58571313692522
0.2338105285289659,0.4314388571780865,3.0,0.27836562936752784,0.3688131124941829,4.0,0.8690441801398274,4.0,0.9440848060495542,0.9986723442240761,54.76018268040799
0.18762471919254942,0.14948652683699126,1.0,0.9196978890179313,0.779737053950058,3.0,0.17752818956203997,2.0,0.9618284618833591,0.900212072708902,59.029871401999785
0.6685264886155622,0.2940286694152461,2.0,0.8991893390226533,0.9510280451157374,2.0,0.5622522188719569,4.0,0.9089836601116468,0.46998313233699884,56.50196883142041
0.5974991194738861,0.31913434121489637,2.0,0.8276856037488294,0.788914099504228,1.0,0.015968669898805632,2.0,0.6450447619248492,0.2972765397827606,47.65610062949213
0.8166800944166,0.25690735640751683,4.0,0.9575284126424601,0.013584238507853286,2.0,0.7188619213297167,2.0,0.18908099208811124,0.6540381668327304,60.795988772577694
0.21434938413078786,0.8241628047276431,2.0,0.2763748568705773,0.37793857327885816,1.0,0.8830167088817127,3.0,0.8087881738133,0.158799638834501,63.261310685862426
0.503945501485803,0.18452127174796906,4.0,0.15858079803731984,0.6856867080967953,1.0,0.8979016074819671,4.0,0.6754705572857815,0.08123012946276698,58.266700433888175
0.07700462173208411,0.3499375614297674,4.0,0.47576555087104433,0.028998622355240533,3.0,0.9685092999318013,4.0,0.821905567715092,0.2249266053326009,51.229484090556866
0.6053565931998103,0.13598782987817215,1.0,0.8661858517571221,0.9777306493030818,1.0,0.04071067114766147,3.0,0.22620215520658804,0.17251754200326408,59.43938897789837
,,,,,,,,,,72.72796166434642
0.15626705915546957,0.13454537318685267,1.0,0.33401549959133336,0.9315458826696698,4.0,0.10939086315326041,1.0,0.14642501497413074,0.3581758977316536,43.84965476086118
0.48146559309348413,0.0943690620196822,3.0,0.4732667145442816,0.24646539295370995,4.0,0.9041700145378481,4.0,0.3114347362239338,0.41321895850665125,45.03995520196307
0.8489345134601188,0.24413470225126555,1.0,0.6781071728678962,0.5151626679093585,4.0,0.008465498222838597,3.0,0.550645080277469,0.41745405511626044,50.858169191884095
0.6461804895026734,0.7229821969273812,1.0,0.9758591013022008,0.2104841045446747,2.0,0.8314840896624316,3.0,0.009381611636609888,0.5070346898764141,46.88932302121455
0.8111808044952841,0.06724008073916954,2.0,0.07638947322272649,0.9703880221343668,3.0,0.16789080310260285,4.0,0.5276488298365005,0.847100599905965,59.199663127853405
0.37881467622187903,0.004793035409320301,3.0,0.5437774365006466,0.1910059513852561,4.0,0.862355564764875,2.0,0.9226416445924723,0.6342984722153682,43.705587470883025
0.6181458325675006,0.04895188161849662,3.0,0.5026800073845378,0.3170239838910016,3.0,0.13639895324402562,1.0,0.8233622045780672,0.14164225745370385,42.31033351289231
0.012954571525489622,0.7813654198336778,1.0,0.27131001551286904,0.6969054187304249,1.0,0.5455854109560035,2.0,0.24711045784067065,0.6938977445808965,53.69470738849804
0.23826594701958104,0.20710547488657893,1.0,0.5817635257666948,0.2324593516934771,2.0,0.6481779166926863,3.0,0.6377877321808929,0.030727264550972633,49.11581952374358
0.8842112696837618,0.6690055519521101,3.0,0.9039730341805124,0.8325400442668691,2.0,0.4269758742610791,2.0,0.03946663072659484,0.07361259952112142,54.42775423807882
0.2621910296406387,0.17704671918646164,1.0,0.7207779513904573,0.23941528480647,3.0,0.700341102195879,2.0,0.946222250865572,0.9480600207060992,52.25825601174168
0.9235003323363338,0.1016530169482609,4.0,0.7601778298319736,0.4447023035139447,1.0,0.14003770280517303,3.0,0.3502149666560751,0.24440171621178164,58.21183025617029
0.3153373180416583,0.08997521070353653,3.0,0.39969792864068265,0.763316618732829,3.0,0.4091929280836474,4.0,0.029740292083742625,0.7110855208075549,44.90372766782758
,,,,,,,,,,53.767543510574185
0.30731578907730006,0.5850770569475154,3.0,0.4391884584255815,0.18845405055139197,4.0,0.24103867239131194,4.0,0.7933572467317275,0.18596330357815194,51.77492418689151
0.2782001526758968,0.6271696220383098,2.0,0.3670898304892425,0.13219777824759504,3.0,0.2652418496816189,3.0,0.8200294182955756,0.2762606403816623,41.221121024930014
0.1350584665954241,0.44496315220146465,2.0,0.5528774360049088,0.6864089845038156,4.0,0.5087442281140011,1.0,0.7555032890493166,0.49879717014957115,32.54940259685232
0.12853687688545012,0.9205506527475716,1.0,0.699028073100475,0.8480963591988149,2.0,0.08177492023390265,4.0,0.5727815128849298,0.5700598983007789,49.946362755465955
0.6466498969344031,0.29641253589538086,4.0,0.8006837366863723,0.8290520519548534,3.0,0.052940536459240684,4.0,0.8453984567612404,0.07525655442464707,43.996401009741035
,,,,,,,,,,65.14930939609187
0.36016687032016326,0.34356743211899066,2.0,0.5361530255011815,0.75430025478462,2.0,0.5111652738565452,2.0,0.8729410472705772,0.43047418949913896,53.52871642196941
0.3038855861178953,0.7996034447930372,2.0,0.3727046848208849,0.1688469103579534,4.0,0.658735806499224,4.0,0.8806034135678723,0.1513200393120142,75.2585162771825
0.6942732807886509,0.13411992651361038,3.0,0.06306799308008793,0.09500879790851924,1.0,0.5179194013462911,4.0,0.4494112119172975,0.8030287885720444,56.09133215607964
0.03213311327229795,0.06217113550410458,3.0,0.6572469923678563,0.8178919791269115,1.0,0.010874444030994246,1.0,0.4022949053171204,0.9670975951960468,46.786075463046394
0.3469821031851672,0.6543950187255593,4.0,0.4746801442727955,0.16240585930358675,3.0,0.18887567271252625,4.0,0.49238178585333525,0.11388841261904825,44.47713903907471
0.18384359425928676,0.8066752333631793,3.0,0.5897578690369463,0.8685258713122519,1.0,0.3847868336270073,3.0,0.8957833702180279,0.7313523879878857,67.30258770171382
0.4430590108153031,0.31124818096002116,2.0,0.4533069539449994,0.26866241588422546,4.0,0.007142445174328382,4.0,0.3908639408093001,0.08829181546995724,49.727645048376054
0.9080637504943228,0.8364937005735275,1.0,0.3333813728215741,0.7731558529924741,2.0,0.8371539103353438,3.0,0.7728993573416143,0.8057477812949225,45.963766828966705
0.9488536408843972,0.48102241900637144,2.0,0.4098911189206662,0.8102670651630248,2.0,0.19979700580946314,4.0,0.3497205756374181,0.600325533725543,53.072485329895045
0.4896832994019237,0.7825169140284663,1.0,0.071705944719064,0.7074607743765439,3.0,0.7436338387718525,1.0,0.8881733954045928,0.8280178822716939,41.58753929519487
0.7776314486535798,0.15931125786972766,3.0,0.6786380356212826,0.7795145457356728,2.0,0.10302736227144949,4.0,0.21545422072047582,0.8857592086591738,45.513989650973606
,,,,,,,,,,50.73385422589993
0.12362620662178836,0.014564121496436822,1.0,0.6384393545420279,0.7236566374071174,3.0,0.49885350751339785,3.0,0.5892950841128772,0.9982005208478592,47.66068262093663
0.8912567508962522,0.43152979024312743,4.0,0.17396615398644955,0.17247641748407028,4.0,0.15331908392111204,2.0,0.5447055855087829,0.46139845201674967,37.33067560992666
0.9115111042766558,0.5625753355306405,4.0,0.2939533487464314,0.05863044147119001,3.0,0.5056275704998178,2.0,0.8895271844780381,0.3927666099839675,49.84742063131887
0.5829145396528193,0.16403282449291612,3.0,0.21486712177512812,0.06053952907990723,3.0,0.5875086052261631,2.0,0.15596249454446642,0.3431508163011343,64.56017798941805
0.9247886323519394,0.17496222401510164,1.0,0.19382799797458594,0.2693074174588067,2.0,0.1772893139117997,2.0,0.557652540452272,0.8778472798908482,44.32056600544225
0.22951116603426824,0.22887774745439038,1.0,0.5959546415185136,0.9292540097979247,2.0,0.3261205147729952,3.0,0.14977487941566203,0.05246066475403144,53.8766589320654
0.011459099544212537,0.21859824448145926,2.0,0.5018747994366222,0.8063856877061765,4.0,0.9061611068914129,1.0,0.05508778799237146,0.1809447007707503,65.69153061784426
0.8176882162140537,0.2169741010811792,1.0,0.9784570740228047,0.3904168110632398,3.0,0.9485531002069216,2.0,0.2469637111729327,0.1722653374403944,53.59764790505899
0.3709205707286508,0.07792181503431783,2.0,0.8016100094620948,0.005579673963774567,4.0,0.2411497618176901,3.0,0.31742409993307474,0.4006520915997853,40.03534933612841
0.8733951092770449,0.2181836027058709,2.0,0.8135179880180977,0.1509222372225958,4.0,0.8611030319558223,3.0,0.3802292706418804,0.20335890092090902,53.116703205856105
0.7229413025544816,0.8512435605464631,3.0,0.8830670409577797,0.8509323527996638,1.0,0.9942636326173294,4.0,0.13512612905863608,0.9146966394324197,48.27140992069249
0.4637101944614518,0.3004731360248143,1.0,0.14190143713670111,0.6863528612535233,2.0,0.46427184680582123,3.0,0.9739421403948978,0.5737764401128969,65.10846613570172
0.8309813865914318,0.5039720854656374,4.0,0.3271055826591168,0.6797621127766356,2.0,0.9256706406152284,1.0,0.7743396488125207,0.9829155900107955,55.52864820094071
0.9580181667374014,0.5476651862507175,1.0,0.9970239413978109,0.2920841334772526,3.0,0.8468996557357319,2.0,0.6149632030742426,0.9619031319506129,54.09431489911785
0.28975292749503456,0.6716471840493954,3.0,0.05589943299667466,0.5527345214761795,2.0,0.5082515984654967,4.0,0.6818718673001433,0.8864223649215444,61.83124518371532
0.6304950710479893,0.6427865341415966,1.0,0.31768290097531293,0.1806938168628618,1.0,0.8916934626295144,4.0,0.6153468843099898,0.6675365050926002,46.050048890045915
0.38601952479603663,0.2392516862230979,4.0,0.6571197073519129,0.8709947004261601,1.0,0.2669027366838229,3.0,0.47740170469783416,0.5904586131997512,58.49270190589033
0.2683288680104873,0.5130373731379576,4.0,0.07684442908589662,0.4369468347874963,1.0,0.05853436741341567,3.0,0.23826911970171227,0.5557152985110438,48.28616129853544
0.7807364194973011,0.6769431578663159,2.0,0.07720444290931705,0.1678530122182077,3.0,0.403337246156125,3.0,0.7577433280806625,0.07897792218478306,61.726327899613835
0.7597772236235041,0.02371484391494627,2.0,0.6675526229194203,0.07725574402348889,3.0,0.43587971526831926,4.0,0.565198442132282,0.29940711069765424,38.77710225191039
0.19038178241888615,0.9154569884465704,3.0,0.37871800213734863,0.9522833905127878,3.0,0.6389560417204134,4.0,0.5522140303727385,0.5563709306575287,57.778288634665756
0.5909324463101149,0.1744896899046252,1.0,0.161568348996187,0.7806718426415065,1.0,0.371710476112892,3.0,0.397539979717193,0.2765849138056242,51.947833927999866
0.6452347384768037,0.21322408317728714,1.0,0.046123289896438324,0.4183111130908579,2.0,0.44675921796718865,4.0,0.9098774632113101,0.9345724962270662,64.18227487693983
0.7662324679330593,0.27103757033884834,3.0,0.0783151294527964,0.8917007881015534,4.0,0.6463095348582067,1.0,0.2148667787495503,0.17583921082720433,45.41580841895482
0.9596989036871414,0.29678135030226804,2.0,0.8579812829019084,0.4059609464081997,3.0,0.14273242078922632,4.0,0.9603516339633457,0.8743905128645256,51.11530655251781
0.15100216623979712,0.7124891245377912,3.0,0.9720378020712268,0.9704871756806951,4.0,0.3364713799407826,2.0,0.6592403336446209,0.5681337715536116,56.90899823354654
0.60891356496344,0.7004169774290793,3.0,0.6896266591645931,0.27373948141662763,2.0,0.3542943435197865,1.0,0.15643946021096844,0.5173985076909858,46.230161256311554
0.82963343495816,0.5995114195863289,3.0,0.28863511877975034,0.4067903507049684,3.0,0.22058612558424595,2.0,0.25138751917208635,0.22683155332170613,45.69125529530107
0.3665903335003181,0.4262920741571712,1.0,0.3038683844138901,0.8218867303101989,4.0,0.4128279201860222,1.0,0.20626087700121243,0.4598712626919127,45.22062512084404
,,,,,,,,,,57.798849600428625
0.9838569762434769,0.41287799283987314,1.0,0.09407850166411946,0.2980659302801445,3.0,0.2351081931972262,1.0,0.39106188518942986,0.7273536465506985,65.993892605596
0.7283226986688981,0.909355236598363,2.0,0.009654701930581155,0.5780056489052311,4.0,0.2696222894730492,2.0,0.8117542210604122,0.45797544267237633,43.09407054051491
0.548016075978788,0.5974154924276407,2.0,0.5520599448917964,0.23846124349133835,1.0,0.4177072215393015,2.0,0.060780119020829804,0.8876372436309251,54.665089459708746
0.8586868427455205,0.2731897289021018,3.0,0.42459748458795343,0.31538923816816145,1.0,0.17268161590783349,4.0,0.8995367956190786,0.990266039168051,42.26646153369413
0.9589564835141309,0.2918208149061148,3.0,0.6282061173610829,0.5782843633690132,3.0,0.09746532564459676,1.0,0.8453281734782323,0.7428383890937056,42.053863656869666
0.9688935021762838,0.6258858133321955,3.0,0.5081655444992147,0.4250383948977383,2.0,0.6459455268027233,3.0,0.44114817078780433,0.11016141071762531,40.022626259442575
0.027321898325798677,0.27597849206461167,3.0,0.9392714579234354,0.12357135374075501,2.0,0.2592585876351623,3.0,0.6658675328598272,0.4318670509280961,55.793155724864185
0.28029909703200584,0.770793191761214,1.0,0.2970630427660581,0.090724842517653,4.0,0.578807170598458,4.0,0.35536434721205534,0.5540712599372407,44.25828824011497
0.3602870625265674,0.8504751039398641,4.0,0.7336255684269372,0.8106288262736996,1.0,0.7398553489031934,2.0,0.9710097223943172,0.7207830461622026,56.99008785339731
0.893004088601595,0.14545269174015996,2.0,0.6093094373581173,0.45442274619299017,2.0,0.03020928017882374,1.0,0.9547869402985938,0.9768342245619623,46.06674168772953
,,,,,,,,,,53.58291647314082
